,outlier_value,origin_context,low_bound,high_bound,mean,fit_context,new_low_bound,new_high_bound,new_mean,score
29,-9.113,VGhlIE8ZSmF5cw==,-13.223,-8.894000000000002,-9.513499999999997,Belleruche,-16.93277777777778,-6.1815,-9.114,0.0010000000000012221
30,-14.402,The O'Jays,-13.491473684210524,-5.65151724137931,-8.474,Grover Washington Jr.,-17.502875,-9.096,-14.383000000000001,0.01899999999999835
31,-14.147,The Pioneers,-12.3462375,-6.6630666666666665,-9.154359999999999,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,0.03599999999999781
32,-6.604,The Pioneers,-12.3462375,-6.6630666666666665,-9.154359999999999,Surkin,-12.461687500000004,-4.6755,-6.602,0.0019999999999997797
33,-13.868,The Pioneers,-12.3462375,-6.6630666666666665,-9.154359999999999,Jonathan Edwards,-19.432568965517245,-8.954136363636364,-13.86863043478265,0.0006304347826500134
34,-5.916,The Pioneers,-12.3462375,-6.6630666666666665,-9.154359999999999,Third Eye Blind,-11.533199999999999,-3.475592592592593,-5.936478260869568,0.0204782608695675
35,-9.273,Brook Benton,-23.644000000000002,-10.960076923076924,-15.901513513513514,Amen Corner,-12.802229729729738,-6.889125000000001,-9.271965517241382,0.0010344827586177274
36,-26.469,Brook Benton,-23.644000000000002,-10.960076923076924,-15.901513513513514,András Schiff,-34.139540540540544,-19.31808163265306,-26.54,0.07099999999999795
37,-23.878,Brook Benton,-23.644000000000002,-10.960076923076924,-15.901513513513514,Evgeny Kissin,-32.074000000000005,-19.770399999999995,-23.854793103448273,0.02320689655172714
38,-3.003,B.A.D.,-8.843176470588235,-3.4696315789473684,-4.981,Manifesto Jukebox,-3.3804,-2.3914000000000004,-2.9835000000000003,0.01949999999999985
39,-9.003,B.A.D.,-8.843176470588235,-3.4696315789473684,-4.981,Jimmy Ruffin,-13.467416666666669,-4.788,-9.002296296296267,0.0007037037037331828
40,-7.787,B.A.D.,-8.843176470588235,-3.4696315789473684,-4.981,Beenie Man,-13.508999999999999,-4.106000000000001,-7.788804347826085,0.0018043478260851842
41,-17.689,Big Audio Dynamite,-16.066368421052633,-7.767999999999995,-11.358999999999998,Essie Jain,-27.014750000000014,-12.110125000000002,-17.682000000000002,0.006999999999997897
42,-7.097,Big Audio Dynamite,-16.066368421052633,-7.767999999999995,-11.358999999999998,Misty's Big Adventure,-14.954744444444444,-5.2224285714285665,-7.098500000000001,0.001500000000000945
43,-7.1,Big Audio Dynamite,-16.066368421052633,-7.767999999999995,-11.358999999999998,Misty's Big Adventure,-14.954744444444444,-5.2224285714285665,-7.098500000000001,0.0014999999999982805
44,-15.268,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,Kris Kristofferson,-20.238644067796606,-9.634000000000002,-15.24014285714286,0.02785714285714036
45,-5.88,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,Across the Border,-12.040499999999998,-4.7194062500000005,-5.854000000000001,0.025999999999998913
46,-16.214,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,Mike Batt,-22.106,-10.695575757575746,-16.18527272727273,0.028727272727270048
47,-14.491,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,Madeleine Peyroux,-19.768310344827587,-10.914846153846154,-14.49170967741935,0.0007096774193495747
48,-5.32,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,Kid Sister,-7.6974285714285715,-3.692285714285714,-5.35,0.02999999999999936
49,-3.879,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,The Autumn Offering,-5.52775,-3.09478,-3.91275,0.03374999999999995
50,-13.184,The Pointer Sisters,-13.766652173913043,-5.362734939759037,-8.748931034482759,Screaming Jay Hawkins,-17.018466666666658,-11.4922,-13.185333333333332,0.0013333333333331865
51,-10.71,Essie Jain,-27.014750000000014,-12.110125000000002,-17.682000000000002,Uncle Tupelo,-17.325499999999998,-8.252699999999997,-10.71104761904762,0.0010476190476182978
52,-35.676,Essie Jain,-27.014750000000014,-12.110125000000002,-17.682000000000002,Sylvain Chauveau,-39.4753,-16.285800000000002,-29.806999999999956,5.869000000000046
53,-17.773,Imagination,-14.583121621621624,-4.747000000000001,-9.329717391304348,Leo Kottke,-25.480689655172412,-11.461166666666667,-17.81917307692308,0.04617307692307904
54,-4.259,Imagination,-14.583121621621624,-4.747000000000001,-9.329717391304348,Regulations,-5.868250000000001,-3.524583333333333,-4.25340625,0.005593750000000064
55,-12.282,Imagination,-14.583121621621624,-4.747000000000001,-9.329717391304348,Danny Wilson,-18.28584090909091,-8.2215,-12.282172413793097,0.00017241379309673732
56,-4.716,Imagination,-14.583121621621624,-4.747000000000001,-9.329717391304348,Sondaschule,-8.507,-3.5042702702702764,-4.709,0.007000000000000561
57,-9.311,Chris Squire,-14.52817857142857,-8.017888888888889,-9.676666666666668,Little Richard,-14.9790078125,-5.515,-9.3125,0.0015000000000000568
58,-17.592,Heatwave,-17.42204347826087,-7.247,-12.803999999999995,Essie Jain,-27.014750000000014,-12.110125000000002,-17.682000000000002,0.09000000000000341
59,-6.971,Heatwave,-17.42204347826087,-7.247,-12.803999999999995,Pointed Sticks,-9.795499999999999,-5.128457142857143,-6.959,0.012000000000000455
60,-8.605,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,Stars,-16.105693181818186,-5.081464912280701,-8.60975,0.004749999999999588
61,-19.633,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,Bugge Wesseltoft,-31.662000000000003,-9.622363636363637,-19.601,0.03200000000000003
62,-18.366,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,Eugene Chadbourne,-22.61483333333333,-12.756,-18.366136363636368,0.00013636363636848614
63,-8.053,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,Amp Fiddler,-11.263538461538463,-5.7704615384615385,-8.050823529411764,0.0021764705882372226
64,-8.01,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,Coco Electrik,-13.599474999999998,-4.232,-8.0051875,0.004812499999999886
65,-8.194,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,Soulsister,-13.155666666666665,-5.858307692307692,-8.190714285714284,0.0032857142857167787
66,-16.714,Burning Spear,-16.854535211267606,-8.826666666666664,-12.472294642857145,James Yorkston,-24.364000000000004,-12.702500000000002,-16.7145,0.0005000000000023874
67,-9.008,Crosby_ Stills_ Nash & Young,-21.69092105263158,-8.655781250000002,-12.807125,The Robert Cray Band,-13.306870967741933,-5.971545454545455,-9.008000000000001,1.7763568394002505e-15
68,-6.563,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,High Contrast,-10.657795454545449,-4.71092307692308,-6.559673076923078,0.0033269230769219504
69,-8.776,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,The Posies,-10.7645625,-6.910000000000001,-8.785187500000003,0.009187500000003013
70,-25.16,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,Murray Perahia;English Chamber Orchestra,-31.871400000000005,-20.048,-25.14955555555556,0.010444444444441814
71,-24.887,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,Murray Perahia;English Chamber Orchestra,-31.871400000000005,-20.048,-25.14955555555556,0.2625555555555579
72,-20.243,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,Takagi Masakatsu,-32.769,-10.8862,-20.25567999999999,0.012679999999992475
73,-8.998,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,The Gabe Dixon Band,-17.575,-5.8308333333333335,-8.998227272727272,0.00022727272727252057
74,-9.439,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,James Taylor Quartet,-16.093,-3.420857142857143,-9.4395,0.0005000000000006111
75,-11.107,Crosby_ Stills & Nash,-20.54595652173913,-9.863164383561644,-14.111000000000002,The Albion Band,-15.980708333333336,-7.384142857142859,-11.102714285714288,0.004285714285710895
76,-26.586,Crosby_ Stills_ Nash and Young,-20.611,-8.393,-13.434,Pierre-Laurent Aimard,-33.093041666666664,-18.568714285714282,-26.568782608695656,0.0172173913043423
77,-8.329,Crosby_ Stills_ Nash and Young,-20.611,-8.393,-13.434,Overkill,-12.936794117647059,-4.455461538461538,-8.328464285714286,0.000535714285714306
78,-14.628,Frankie Valli,-13.469244680851064,-6.474166666666668,-9.480083333333331,Ferron,-22.1066,-10.61,-14.646916666666668,0.01891666666666758
79,-4.689,Frankie Valli,-13.469244680851064,-6.474166666666668,-9.480083333333331,Thee S.T.P.,-7.477250000000001,-2.8978593750000003,-4.699197368421053,0.010197368421052566
80,-6.2,Frankie Valli,-13.469244680851064,-6.474166666666668,-9.480083333333331,LeAnn Rimes,-8.456999999999999,-4.253333333333333,-6.213777777777773,0.013777777777773004
81,-7.461,Frankie Valli,-13.469244680851064,-6.474166666666668,-9.480083333333331,Whitney Houston,-14.212363636363635,-3.4484912280701754,-7.461129032258064,0.0001290322580640435
82,-14.804,Frankie Valli,-13.469244680851064,-6.474166666666668,-9.480083333333331,Matt Monro,-18.97255,-9.317999999999998,-14.794590909090907,0.009409090909093365
83,-22.666,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,London Symphony Orchestra,-31.380999999999997,-12.77092307692308,-22.784518518518524,0.11851851851852402
84,-6.304,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,London Elektricity,-13.190058139534882,-2.9208888888888884,-6.304914285714286,0.0009142857142858674
85,-19.643,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Bugge Wesseltoft,-31.662000000000003,-9.622363636363637,-19.601,0.04200000000000159
86,-6.649,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Terri Walker,-18.368538461538456,-4.576625,-6.6793,0.03029999999999955
87,-7.562,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Voivod,-10.648000000000001,-4.4432,-7.571618421052643,0.0096184210526431
88,-21.303,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Jean-Yves Thibaudet / Gewandhausorchester Leipzig / Herbert Blomstedt,-30.952125,-19.571,-21.275750000000002,0.027249999999998664
89,-20.995,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Ralph Towner,-27.00709090909091,-15.769,-21.05175,0.056749999999997414
90,-6.563,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,High Contrast,-10.657795454545449,-4.71092307692308,-6.559673076923078,0.0033269230769219504
91,-20.338,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Svalastog,-23.956230769230785,-14.710999999999999,-20.39526086956522,0.05726086956521925
92,-6.45,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Kathleen Edwards,-13.747260869565217,-4.35635294117647,-6.459884615384616,0.009884615384615714
93,-6.735,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Joe Budden,-12.027047619047622,-4.700833333333334,-6.735076923076922,7.692307692153122e-05
94,-19.994,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,David Zinman,-28.632,-16.37604255319149,-19.998272727272724,0.004272727272724097
95,-18.942,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Solveig Slettahjell,-24.441499999999998,-13.667611111111114,-19.001608695652198,0.05960869565219795
96,-6.187,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Buraka Som Sistema,-12.566749999999999,-4.658375000000002,-6.186000000000002,0.0009999999999985576
97,-6.125,Carly Simon,-19.11196153846154,-7.32813565891473,-12.483430232558138,Sticks & Stones,-8.985149999999997,-3.681999999999999,-6.092612903225807,0.03238709677419305
98,-5.046,The Tymes,-17.220764705882353,-6.734651162790699,-11.591949999999999,Boyracer,-16.364517241379307,-1.1925625,-5.050750000000001,0.004750000000000476
99,-18.897,The Tymes,-17.220764705882353,-6.734651162790699,-11.591949999999999,Egberto Gismonti,-28.384000000000007,-8.19531818181818,-18.848757812499993,0.048242187500004974
100,-14.912,The Tymes,-17.220764705882353,-6.734651162790699,-11.591949999999999,Judy Collins,-22.335184782608696,-8.900307692307694,-14.894397058823529,0.017602941176471987
101,-20.221,The Seeds,-17.928624999999997,-10.029533333333335,-13.592433333333332,Takagi Masakatsu,-32.769,-10.8862,-20.25567999999999,0.03467999999999094
102,-19.815,The Seeds,-17.928624999999997,-10.029533333333335,-13.592433333333332,Heiner Goebbels,-29.35553125,-13.518555555555558,-19.86093243243242,0.04593243243241929
103,-4.883,The Seeds,-17.928624999999997,-10.029533333333335,-13.592433333333332,MNEMIC,-17.709850000000003,-3.6598103448275854,-4.869546874999999,0.013453125000000732
104,-21.065,Clifford T. Ward,-17.957846153846155,-8.6555,-13.634629629629632,Ralph Towner,-27.00709090909091,-15.769,-21.05175,0.01325000000000287
105,-17.199,Clifford T. Ward,-17.957846153846155,-8.6555,-13.634629629629632,Tyrannosaurus Rex,-23.037999999999997,-12.641416666666666,-17.2105,0.011499999999998067
106,-6.609,Clifford T. Ward,-17.957846153846155,-8.6555,-13.634629629629632,Boys Noize,-12.413958333333332,-3.251538461538461,-6.608142857142858,0.0008571428571420014
107,-5.637,The Dukes Of Stratosphear,-8.169,-4.773428571428572,-5.964625,Pulley,-12.295750000000002,-4.604760000000001,-5.626639534883721,0.010360465116278306
108,-7.082,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Bran Van 3000,-13.061043478260869,-5.0315,-7.079269230769231,0.002730769230768537
109,-7.001,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Rod Lee,-12.606885714285713,-3.44008,-6.992906250000001,0.008093749999999567
110,-18.427,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Christy Moore,-26.008914285714283,-9.902000000000001,-18.36882142857143,0.05817857142857008
111,-17.448,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Michael Hurley,-23.83323076923077,-10.005181818181818,-17.454428571428572,0.006428571428571672
112,-18.219,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Stefan Grossman,-25.990500000000004,-13.183071428571427,-18.2338611111111,0.01486111111109878
113,-20.294,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Takagi Masakatsu,-32.769,-10.8862,-20.25567999999999,0.03832000000000946
114,-4.779,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Pine Leaf Boys,-7.077000000000001,-3.2032692307692305,-4.782363636363637,0.0033636363636366795
115,-7.778,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Wallis Bird,-16.41469230769231,-3.993,-7.782064516129036,0.004064516129036022
116,-5.812,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,0.0038378378378380873
117,-17.436,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,Michael Hurley,-23.83323076923077,-10.005181818181818,-17.454428571428572,0.018428571428572127
118,-6.218,Randy Travis,-16.6405,-7.705638888888888,-11.004426315789475,LeAnn Rimes,-8.456999999999999,-4.253333333333333,-6.213777777777773,0.00422222222222679
119,-6.003,The Pale Fountains,-15.401,-8.4384,-11.386266666666666,Charge 69,-8.571,-4.058173913043478,-5.9997142857142824,0.003285714285717667
120,-21.414,The Pale Fountains,-15.401,-8.4384,-11.386266666666666,Hank Jones,-26.914647058823533,-13.847529411764706,-21.37345833333334,0.04054166666666248
121,-24.556,Julie Driscoll_ Brian Auger & The Trinity,-18.942818181818186,-9.174,-12.354849999999992,Marilyn Crispell,-32.27850000000001,-18.698102564102562,-24.58214705882353,0.02614705882352908
122,-5.69,Lighthouse Family,-11.633516129032259,-5.9780000000000015,-8.72475,Good Shoes,-8.569000000000003,-4.177390624999999,-5.698657894736843,0.008657894736842309
123,-18.012,Lighthouse Family,-11.633516129032259,-5.9780000000000015,-8.72475,George Winston,-25.09973584905661,-12.465599999999998,-18.02334090909091,0.011340909090908013
124,-13.69,Lighthouse Family,-11.633516129032259,-5.9780000000000015,-8.72475,Bobby Vinton,-16.365999999999996,-11.115238095238096,-13.667395348837209,0.022604651162790645
125,-5.597,Lighthouse Family,-11.633516129032259,-5.9780000000000015,-8.72475,Sensuuri,-8.386923076923079,-3.5484999999999998,-5.592900000000002,0.004099999999998438
126,-7.733,Jeannie C. Riley,-15.732714285714282,-8.479000000000001,-11.830714285714286,Jim Lauderdale,-11.18520588235294,-4.993846153846154,-7.751,0.018000000000000682
127,-19.33,Jeannie C. Riley,-15.732714285714282,-8.479000000000001,-11.830714285714286,Boom Bip & Doseone,-36.94433333333333,-10.298,-19.506777777777778,0.17677777777777948
128,-16.702,Jeannie C. Riley,-15.732714285714282,-8.479000000000001,-11.830714285714286,James Yorkston,-24.364000000000004,-12.702500000000002,-16.7145,0.01249999999999929
129,-7.289,Jeannie C. Riley,-15.732714285714282,-8.479000000000001,-11.830714285714286,The Chameleons UK,-10.2055,-6.369,-7.285333333333334,0.0036666666666658188
130,-18.63,Jacob Miller and Inner Circle,-18.483749999999993,-14.916785714285712,-16.036583333333336,Michael Hedges,-24.6115,-11.604580645161288,-18.65690322580645,0.026903225806449882
131,-17.053,The Box Tops,-15.265771186440679,-8.904777777777776,-11.844703125,Country Joe & The Fish,-21.02121875,-12.466596153846133,-17.092562499999996,0.03956249999999528
132,-15.921,The Box Tops,-15.265771186440679,-8.904777777777776,-11.844703125,Meic Stevens,-21.08526666666667,-8.81,-15.916,0.004999999999999005
133,-7.217,The Box Tops,-15.265771186440679,-8.904777777777776,-11.844703125,Shaila Dúrcal,-9.209999999999999,-5.443999999999998,-7.2220769230769255,0.0050769230769258655
134,-7.748,The Box Tops,-15.265771186440679,-8.904777777777776,-11.844703125,Jim Lauderdale,-11.18520588235294,-4.993846153846154,-7.751,0.0030000000000001137
135,-7.138,The Box Tops,-15.265771186440679,-8.904777777777776,-11.844703125,Cham,-9.068000000000003,-4.600214285714286,-7.13884375,0.0008437500000004761
136,-15.462,The Box Tops,-15.265771186440679,-8.904777777777776,-11.844703125,Al Petteway / Amy White,-18.6508125,-13.437399999999998,-15.505888888888885,0.04388888888888509
137,-3.897,Wallis Bird,-16.41469230769231,-3.993,-7.782064516129036,The Autumn Offering,-5.52775,-3.09478,-3.91275,0.015750000000000153
138,-20.471,Wallis Bird,-16.41469230769231,-3.993,-7.782064516129036,Svalastog,-23.956230769230785,-14.710999999999999,-20.39526086956522,0.07573913043477987
139,-24.112,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,Jean-Yves Thibaudet,-32.58866666666666,-19.15,-24.13914814814815,0.027148148148150142
140,-6.541,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,Siniestro Total,-14.170999999999998,-4.659153846153846,-6.540631147540983,0.0003688524590170772
141,-5.787,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,0.021162162162162268
142,-24.885,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,Murray Perahia;English Chamber Orchestra,-31.871400000000005,-20.048,-25.14955555555556,0.26455555555555677
143,-21.12,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,Robin Williamson,-29.28896666666667,-17.081875000000004,-21.12009090909091,9.090909090758714e-05
144,-23.147,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,John Eliot Gardiner,-30.02600000000001,-16.237000000000002,-22.926666666666666,0.2203333333333326
145,-6.602,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,The Weather Girls,-9.149,-4.328294117647059,-6.606777777777777,0.0047777777777771036
146,-6.972,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,Pointed Sticks,-9.795499999999999,-5.128457142857143,-6.959,0.013000000000000789
147,-6.101,Lowell Fulson,-21.340291666666662,-6.902652173913047,-13.490477272727274,Sticks & Stones,-8.985149999999997,-3.681999999999999,-6.092612903225807,0.008387096774193026
148,-5.546,Green On Red,-7.502000000000001,-5.08257142857143,-6.272416666666668,Flash And The Pan,-7.2159375,-4.472454545454546,-5.540749999999999,0.005250000000001087
149,-13.931,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Norman Blake,-17.666148148148146,-12.129999999999999,-13.936999999999996,0.005999999999996675
150,-13.166,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Tom Paxton,-21.253230769230775,-8.52525,-13.1474,0.01860000000000106
151,-13.148,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Tom Paxton,-21.253230769230775,-8.52525,-13.1474,0.000600000000000378
152,-4.136,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Nevrotic Explosion,-5.114875,-3.4070000000000005,-4.1865555555555565,0.05055555555555635
153,-4.283,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Regulations,-5.868250000000001,-3.524583333333333,-4.25340625,0.029593750000000085
154,-3.585,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Kap Bambino,-9.291166666666665,-2.194000000000001,-3.506,0.07900000000000018
155,-2.856,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Manifesto Jukebox,-3.3804,-2.3914000000000004,-2.9835000000000003,0.1275000000000004
156,-14.191,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,To Rococo Rot,-22.505263157894742,-8.271,-14.210538461538462,0.019538461538461505
157,-14.312,Cheap Trick,-12.992578125000001,-6.061217391304347,-8.475895833333333,Czech Philharmonic Orchestra,-18.300333333333334,-12.826714285714287,-14.26642857142857,0.045571428571429706
158,-19.789,Arthur Conley,-17.726000000000006,-6.168444444444445,-9.344157894736842,Susanna And The Magical Orchestra,-22.437400000000007,-12.754999999999994,-19.760105263157897,0.028894736842104862
159,-5.792,Arthur Conley,-17.726000000000006,-6.168444444444445,-9.344157894736842,temposhark,-15.854081081081087,-3.4680000000000004,-5.808162162162162,0.016162162162162375
160,-6.331,Arthur Conley,-17.726000000000006,-6.168444444444445,-9.344157894736842,Attic Lights,-12.305,-2.8439999999999985,-6.328,0.0030000000000001137
161,-7.992,Tuxedomoon,-17.967666666666666,-6.907000000000002,-12.305000000000003,Elektricni orgazam,-10.726,-6.5661249999999995,-7.9928333333333335,0.0008333333333334636
162,-2.746,Santa Esmeralda,-12.527,-5.517999999999999,-7.864162162162161,Manifesto Jukebox,-3.3804,-2.3914000000000004,-2.9835000000000003,0.23750000000000027
163,-12.701,Santa Esmeralda,-12.527,-5.517999999999999,-7.864162162162161,Ben E. King,-18.455846153846156,-8.35157627118644,-12.68907142857143,0.011928571428571288
