,index,pattern,score
65,710,['E(min)' 'A(min)' 'C(maj)' 'B(maj)'],0.40397520140442744
66,711,['E(min)' 'A(min)' 'C(maj)' 'B(min)'],0.4003366105108726
67,724,['B(min)' 'E(maj)' 'B(min)' 'E(maj)'],0.3905041837893286
68,727,['D(maj)' 'D(min)' 'F(maj)' 'A(min)'],0.39452000523563524
69,770,['E(maj)' 'A(min)' 'F(maj)' 'D(min)'],0.4025558239675705
70,771,['E(maj)' 'A(min)' 'D(min)' 'B(min)'],0.3927097647196375
71,772,['B(min)' 'E(maj)' 'A(maj)' 'D(min)'],0.40103103268895457
72,776,['Ab(min)' 'A(maj)' 'Gb(min)' 'B(maj)'],0.41808298021944806
73,781,['D(min)' 'A(min)' 'F(maj)' 'D(maj)'],0.40040320357931347
74,782,['D(maj)' 'D(min)' 'A(min)' 'C(maj)'],0.40192858814509813
75,783,['C(maj)' 'D(maj)' 'A(min)' 'C(maj)'],0.3915108192980662
76,814,['B(maj)' 'B(min)' 'C(maj)' 'D(maj)'],0.399775481290205
77,882,['D(maj)' 'E(min)' 'G(maj)' 'D(maj)'],0.3977904085602208
78,885,['D(maj)' 'E(min)' 'C(maj)' 'D(maj)'],0.3939417048675894
79,891,['A(maj)' 'A(min)' 'F(maj)' 'D(maj)'],0.39253584129063546
80,900,['G(maj)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3915766052369297
81,909,['B(min)' 'E(maj)' 'B(maj)' 'E(maj)'],0.39185911532610224
82,911,['B(min)' 'E(maj)' 'B(min)' 'E(maj)'],0.3905041837893286
83,912,['B(min)' 'E(maj)' 'B(min)' 'E(maj)'],0.3905041837893286
84,928,['D(min)' 'F(maj)' 'C(maj)' 'E(min)'],0.38899084446336946
85,929,['F(maj)' 'D(min)' 'B(min)' 'E(maj)'],0.39043879711226026
86,938,['B(maj)' 'E(maj)' 'D(maj)' 'D(min)'],0.39183125615859327
87,952,['A(min)' 'E(min)' 'D(min)' 'D(maj)'],0.3894411236260268
88,955,['E(min)' 'D(min)' 'D(maj)' 'D(min)'],0.3910262384481809
89,968,['B(min)' 'E(min)' 'Gb(min)' 'B(min)'],0.4076407144042503
90,969,['E(maj)' 'E(min)' 'Gb(min)' 'B(maj)'],0.3972749252960681
91,970,['B(maj)' 'B(min)' 'E(min)' 'Gb(min)'],0.3944403153927642
92,971,['Gb(min)' 'B(min)' 'E(min)' 'Gb(min)'],0.4032006186342796
93,973,['E(min)' 'Gb(min)' 'B(maj)' 'B(min)'],0.4129014973412322
94,974,['B(min)' 'E(min)' 'Gb(min)' 'B(min)'],0.4076407144042503
95,978,['B(min)' 'C(maj)' 'A(min)' 'B(min)'],0.40822332347863904
96,979,['B(min)' 'A(min)' 'A(maj)' 'D(maj)'],0.39544718196058226
97,982,['Gb(min)' 'B(maj)' 'E(maj)' 'A(maj)'],0.39714276313018954
98,983,['B(min)' 'Gb(min)' 'B(maj)' 'E(maj)'],0.39865194799788833
99,999,['Db(min)' 'B(maj)' 'A(maj)' 'E(maj)'],0.3954068073206202
100,1003,['Gb(min)' 'D(maj)' 'Db(min)' 'D(maj)'],0.389444604688538
101,1019,['E(min)' 'C(maj)' 'G(maj)' 'D(maj)'],0.39408142299388976
102,1027,['F(maj)' 'E(min)' 'F(maj)' 'D(min)'],0.4072488040207807
103,1036,['C(maj)' 'A(min)' 'C(maj)' 'F(maj)'],0.3929507971913556
104,1037,['D(maj)' 'A(maj)' 'A(min)' 'C(maj)'],0.39411486459230466
105,1042,['F(maj)' 'D(min)' 'C(maj)' 'B(min)'],0.4093760245912918
106,1043,['F(maj)' 'G(maj)' 'C(maj)' 'B(min)'],0.4033591274445856
107,1060,['VI' 'Ab(min)' 'VI' 'Gb(maj)'],0.3900607082147247
108,1061,['B(min)' 'D(maj)' 'B(min)' 'D(min)'],0.41311331288396846
109,1087,['D(min)' 'E(maj)' 'D(min)' 'A(maj)'],0.38900158541152674
110,1100,['E(min)' 'Db(min)' 'A(maj)' 'B(maj)'],0.3993404783083293
111,1111,['E(min)' 'Gb(min)' 'B(maj)' 'E(maj)'],0.38963277493832627
112,1112,['E(min)' 'A(min)' 'A(maj)' 'B(maj)'],0.3982408144258835
113,1113,['A(min)' 'E(min)' 'Gb(min)' 'B(maj)'],0.39719534657768496
114,1137,['E(min)' 'B(min)' 'B(maj)' 'D(maj)'],0.3946028889809401
115,1147,['C(maj)' 'G(maj)' 'D(min)' 'D(maj)'],0.3894223921642638
116,1149,['E(maj)' 'C(maj)' 'F(maj)' 'D(min)'],0.39824710359146925
117,1164,['F(maj)' 'E(maj)' 'G(maj)' 'E(min)'],0.3919236984487495
118,1175,['B(min)' 'B(maj)' 'A(min)' 'D(maj)'],0.4037774041382257
119,1176,['Ab(min)' 'Gb(maj)' 'E(maj)' 'Gb(maj)'],0.4070383663790577
120,1177,['Ab(min)' 'Gb(maj)' 'E(maj)' 'Gb(maj)'],0.4070383663790577
121,1178,['Ab(min)' 'Gb(maj)' 'E(maj)' 'Gb(maj)'],0.4070383663790577
122,1179,['Ab(min)' 'Gb(maj)' 'E(maj)' 'Gb(maj)'],0.4070383663790577
123,1180,['Ab(min)' 'Gb(maj)' 'E(maj)' 'Gb(maj)'],0.4070383663790577
124,1194,['E(min)' 'E(maj)' 'A(min)' 'B(maj)'],0.3967742095000066
125,1195,['B(maj)' 'Ab(min)' 'B(maj)' 'E(maj)'],0.3891174234330213
126,1196,['Ab(min)' 'B(maj)' 'E(maj)' 'Gb(maj)'],0.40999478816150114
127,1204,['G(maj)' 'B(maj)' 'B(min)' 'A(maj)'],0.39405858520553866
128,1206,['A(maj)' 'C(maj)' 'B(min)' 'D(maj)'],0.3902088669105694
129,1207,['C(maj)' 'B(min)' 'B(maj)' 'G(maj)'],0.3974266298184666
130,1219,['A(min)' 'F(maj)' 'C(maj)' 'B(min)'],0.3921065889925863
131,1223,['D(maj)' 'A(min)' 'E(maj)' 'D(min)'],0.39072102631826583
132,1230,['Db(min)' 'E(maj)' 'B(maj)' 'E(maj)'],0.39036215654444156
133,1231,['C(maj)' 'B(maj)' 'E(min)' 'D(maj)'],0.3892935150045492
134,1233,['D(maj)' 'E(min)' 'E(maj)' 'C(maj)'],0.390966262395022
135,1236,['D(maj)' 'E(maj)' 'C(maj)' 'D(maj)'],0.3957917329713974
136,1241,['A(maj)' 'A(min)' 'G(maj)' 'F(maj)'],0.39031352355242055
137,1252,['A(maj)' 'Gb(min)' 'E(maj)' 'Gb(min)'],0.39224497021244975
138,1271,['D(maj)' 'F(maj)' 'E(maj)' 'B(maj)'],0.39368879163499687
139,1283,['B(min)' 'B(maj)' 'B(min)' 'A(maj)'],0.4075899393720109
140,1298,['D(maj)' 'E(maj)' 'B(maj)' 'B(min)'],0.40906620276123434
141,1308,['Gb(maj)' 'Ab(min)' 'B(maj)' 'E(maj)'],0.3915244581400729
142,1317,['D(maj)' 'D(min)' 'A(maj)' 'D(maj)'],0.39674034864153707
143,1318,['A(maj)' 'C(maj)' 'F(maj)' 'D(min)'],0.40006066686481284
144,1327,['D(maj)' 'D(min)' 'F(maj)' 'E(maj)'],0.3973493045841255
145,1362,['G(maj)' 'F(maj)' 'G(maj)' 'D(min)'],0.39727647046233044
146,1403,['Gb(maj)' 'Gb(min)' 'A(maj)' 'B(min)'],0.4069181202759299
147,1407,['Gb(maj)' 'Gb(min)' 'A(maj)' 'B(min)'],0.4069181202759299
148,1437,['A(min)' 'v' 'G(maj)' 'D(min)'],0.398315573525872
149,1464,['G(maj)' 'C(maj)' 'G(maj)' 'D(min)'],0.394166784925339
150,1495,['Ab(min)' 'E(maj)' 'B(maj)' 'E(maj)'],0.3926547686818058
151,1497,['C(maj)' 'A(maj)' 'A(min)' 'C(maj)'],0.3912101440131578
152,1525,['Ab(min)' 'Db(min)' 'B(maj)' 'E(maj)'],0.39976346318287487
153,1531,['E(maj)' 'Gb(min)' 'E(maj)' 'Gb(min)'],0.3917490178728563
154,1532,['E(maj)' 'Gb(min)' 'E(maj)' 'Gb(min)'],0.3917490178728563
155,1566,['Gb(min)' 'A(maj)' 'E(min)' 'Gb(min)'],0.394478856045319
156,1615,['Ab(min)' 'B(maj)' 'E(maj)' 'A(maj)'],0.3974820075565895
157,1619,['F(maj)' 'A(maj)' 'A(min)' 'D(min)'],0.3930877435243161
158,1624,['C(maj)' 'A(maj)' 'C(maj)' 'D(min)'],0.3938435001863552
159,1628,['D(min)' 'v' 'C(maj)' 'A(maj)'],0.39349514681098124
160,1651,['E(maj)' 'A(maj)' 'B(min)' 'B(maj)'],0.3947119498378163
161,1652,['B(maj)' 'E(maj)' 'A(maj)' 'B(maj)'],0.40389469798182237
162,1653,['B(maj)' 'E(maj)' 'A(maj)' 'B(maj)'],0.40389469798182237
163,1665,['B(min)' 'B(maj)' 'A(maj)' 'B(min)'],0.41802524245162426
164,1666,['B(min)' 'E(maj)' 'A(maj)' 'B(min)'],0.4072297352737915
165,1667,['B(min)' 'G(maj)' 'E(maj)' 'B(min)'],0.40009639338768643
166,1685,['B(min)' 'A(min)' 'B(min)' 'E(min)'],0.39427693302555555
167,1701,['G(maj)' 'A(min)' 'C(maj)' 'D(min)'],0.39460139198938576
168,1706,['G(maj)' 'D(maj)' 'B(min)' 'D(maj)'],0.3894592003894264
169,1713,['G(maj)' 'A(min)' 'F(maj)' 'D(min)'],0.40344723596171195
170,1723,['Gb(min)' 'B(maj)' 'E(min)' 'A(maj)'],0.4007134476904217
171,1724,['C(maj)' 'Gb(min)' 'B(maj)' 'E(min)'],0.39158079652188915
172,1735,['A(maj)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3896102196389193
173,1736,['A(min)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3896053171507015
174,1770,['C(maj)' 'D(maj)' 'A(maj)' 'C(maj)'],0.39156426032257685
175,1802,['B(min)' 'A(maj)' 'C(maj)' 'B(min)'],0.4080244122838581
176,1804,['B(maj)' 'B(min)' 'A(maj)' 'C(maj)'],0.39696034752360276
177,1834,['A(min)' 'A(maj)' 'G(maj)' 'D(maj)'],0.39035108707466276
178,1844,['D(maj)' 'E(min)' 'C(maj)' 'D(maj)'],0.3939417048675894
179,1868,['B(min)' 'B(maj)' 'E(maj)' 'E(min)'],0.393553749719513
180,1869,['E(min)' 'B(maj)' 'C(maj)' 'E(maj)'],0.3904773968794734
181,1870,['B(maj)' 'E(maj)' 'E(min)' 'D(maj)'],0.390517128534347
182,1873,['C(maj)' 'D(maj)' 'B(min)' 'B(maj)'],0.40320833503092857
183,1887,['A(maj)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3896102196389193
184,1888,['A(maj)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3896102196389193
185,1889,['A(maj)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3896102196389193
186,1906,['Ab(min)' 'Gb(maj)' 'B(maj)' 'E(maj)'],0.3996635015638999
187,1908,['E(maj)' 'B(maj)' 'E(maj)' 'Gb(maj)'],0.3925325100010399
188,1925,['A(maj)' 'A(min)' 'Gb(min)' 'B(maj)'],0.39694090430085877
189,1930,['D(maj)' 'A(maj)' 'D(min)' 'D(maj)'],0.3926127470712812
190,1969,['G(maj)' 'Gb(min)' 'D(maj)' 'B(maj)'],0.3962942990253262
191,1970,['Db(maj)' 'Gb(min)' 'B(min)' 'B(maj)'],0.4139154938147354
192,1973,['A(maj)' 'D(maj)' 'G(maj)' 'D(maj)'],0.3951670378700076
193,1983,['Ab(min)' 'E(maj)' 'B(maj)' 'E(maj)'],0.3926547686818058
194,1986,['A(maj)' 'E(maj)' 'F(maj)' 'D(min)'],0.3995064805207192
195,1989,['A(min)' 'E(min)' 'G(maj)' 'F(maj)'],0.3938244130515975
196,1990,['A(maj)' 'G(maj)' 'F(maj)' 'D(min)'],0.4019189604618726
197,1998,['Gb(min)' 'A(maj)' 'E(maj)' 'Gb(min)'],0.39728492708362345
198,2044,['A(min)' 'C(maj)' 'D(min)' 'D(maj)'],0.3897226263300615
199,2045,['E(maj)' 'A(min)' 'C(maj)' 'D(min)'],0.3932359802867802
200,2046,['E(maj)' 'A(min)' 'C(maj)' 'D(min)'],0.3932359802867802
201,2077,['VI' 'B(maj)' 'A(maj)' 'B(maj)'],0.4076146354577157
202,2091,['A(maj)' 'B(maj)' 'B(min)' 'D(maj)'],0.39933570695090415
203,2110,['F(maj)' 'G(maj)' 'D(maj)' 'D(min)'],0.39004797077715997
204,2129,['B(min)' 'A(min)' 'A(maj)' 'D(maj)'],0.39544718196058226
205,2151,['E(maj)' 'v' 'G(maj)' 'B(maj)'],0.4038994560937762
206,2212,['A(min)' 'E(min)' 'F(maj)' 'D(maj)'],0.39831528940069044
207,2213,['D(maj)' 'A(min)' 'F(maj)' 'D(min)'],0.4094130829992176
208,2216,['E(maj)' 'F(maj)' 'C(maj)' 'D(min)'],0.39449683537350255
209,2257,['B(min)' 'E(maj)' 'B(maj)' 'E(maj)'],0.39185911532610224
210,2265,['A(maj)' 'B(maj)' 'E(maj)' 'Gb(min)'],0.39746624007277576
211,2266,['A(maj)' 'B(min)' 'E(maj)' 'Gb(min)'],0.389553682974064
212,2267,['Gb(min)' 'B(min)' 'E(maj)' 'Gb(min)'],0.4018355199708256
213,2269,['D(min)' 'E(maj)' 'D(min)' 'A(maj)'],0.38900158541152674
214,2314,['A(min)' 'C(maj)' 'F(maj)' 'D(maj)'],0.3976667736472632
215,2316,['D(min)' 'A(min)' 'C(maj)' 'F(maj)'],0.402528630235439
216,2325,['Gb(min)' 'B(maj)' 'E(min)' 'A(maj)'],0.4007134476904217
217,2326,['E(min)' 'Gb(min)' 'B(maj)' 'E(min)'],0.3907959675286937
218,2328,['Gb(min)' 'B(maj)' 'A(maj)' 'E(min)'],0.39192915440919734
219,2329,['E(min)' 'Gb(min)' 'B(maj)' 'E(min)'],0.3907959675286937
220,2330,['B(maj)' 'B(min)' 'A(maj)' 'B(maj)'],0.40488374878898253
221,2331,['B(maj)' 'E(min)' 'Gb(min)' 'B(maj)'],0.40397492516163713
222,2332,['B(min)' 'A(maj)' 'B(maj)' 'E(min)'],0.3987770666765123
223,2353,['B(maj)' 'B(min)' 'C(maj)' 'B(maj)'],0.41441800286997266
224,2354,['E(min)' 'G(maj)' 'C(maj)' 'B(maj)'],0.40173167104947793
225,2355,['E(min)' 'G(maj)' 'C(maj)' 'B(min)'],0.401489904292907
226,2380,['E(min)' 'F(maj)' 'Gb(min)' 'D(maj)'],0.3906341597593528
227,2390,['E(maj)' 'A(min)' 'A(maj)' 'D(min)'],0.38902078412466545
228,2391,['D(min)' 'E(min)' 'A(min)' 'D(min)'],0.3981683464008773
229,2433,['A(min)' 'E(min)' 'D(min)' 'D(maj)'],0.3894411236260268
230,2437,['D(min)' 'F(maj)' 'A(min)' 'D(maj)'],0.39357202070729935
231,2473,['A(min)' 'E(maj)' 'A(min)' 'C(maj)'],0.3907699637493035
232,2494,['E(maj)' 'A(min)' 'A(maj)' 'D(min)'],0.38902078412466545
233,2495,['D(min)' 'E(maj)' 'A(min)' 'G(maj)'],0.3917526990974423
234,2497,['E(maj)' 'A(min)' 'A(maj)' 'D(min)'],0.38902078412466545
235,2500,['D(maj)' 'A(min)' 'D(min)' 'D(maj)'],0.3903561994830789
236,2501,['D(min)' 'D(maj)' 'A(min)' 'D(min)'],0.3988474743036465
237,2502,['A(min)' 'D(min)' 'A(min)' 'D(min)'],0.3919342241321299
238,2505,['D(maj)' 'D(min)' 'C(maj)' 'A(min)'],0.3894719970834969
239,2541,['A(maj)' 'B(min)' 'G(maj)' 'E(min)'],0.3909613234948845
240,2545,['D(min)' 'G(maj)' 'B(min)' 'E(min)'],0.3941854817951239
241,2546,['B(min)' 'E(min)' 'B(min)' 'E(min)'],0.3900575910692738
242,2572,['Db(min)' 'E(maj)' 'B(maj)' 'B(min)'],0.4151756108585096
243,2598,['F(maj)' 'A(maj)' 'A(min)' 'D(min)'],0.3930877435243161
244,2611,['D(min)' 'v' 'G(maj)' 'E(min)'],0.4009978581286631
245,2656,['D(min)' 'G(maj)' 'E(maj)' 'D(min)'],0.39835266916071144
246,2662,['D(min)' 'G(maj)' 'C(maj)' 'D(maj)'],0.39947281270307117
247,2685,['D(maj)' 'D(min)' 'F(maj)' 'E(maj)'],0.3973493045841255
248,2687,['Gb(min)' 'B(maj)' 'A(min)' 'B(maj)'],0.41185544340341074
249,2697,['B(min)' 'F(maj)' 'B(min)' 'E(min)'],0.3933205080585942
250,2733,['C(maj)' 'F(maj)' 'D(min)' 'D(maj)'],0.3892830617523315
251,2743,['D(maj)' 'F(maj)' 'A(min)' 'D(maj)'],0.38910605412607185
252,2746,['F(maj)' 'C(maj)' 'F(maj)' 'C(maj)'],0.4041776518393779
253,2748,['G(maj)' 'C(maj)' 'F(maj)' 'D(maj)'],0.39731399115019583
254,2757,['F(maj)' 'A(min)' 'A(maj)' 'D(min)'],0.39469020399209587
255,2764,['B(maj)' 'C(maj)' 'D(min)' 'D(maj)'],0.3937935127798098
256,2785,['E(min)' 'B(maj)' 'B(min)' 'A(maj)'],0.39663051675573036
257,2796,['B(min)' 'G(maj)' 'A(maj)' 'E(min)'],0.3902974754224778
258,2799,['VI' 'Db(min)' 'Db(maj)' 'B(maj)'],0.3961559686878297
259,2806,['A(min)' 'D(min)' 'A(min)' 'D(min)'],0.3919342241321299
260,2809,['B(min)' 'A(min)' 'B(maj)' 'E(min)'],0.39469219511483516
261,2833,['B(min)' 'E(maj)' 'B(min)' 'E(maj)'],0.3905041837893286
262,2834,['Gb(min)' 'A(maj)' 'B(maj)' 'B(min)'],0.41100739554807636
263,2835,['B(maj)' 'B(min)' 'E(maj)' 'B(min)'],0.39836198977608106
264,2836,['E(maj)' 'B(min)' 'E(maj)' 'B(min)'],0.39144225927193976
265,2837,['E(maj)' 'B(min)' 'E(maj)' 'B(min)'],0.39144225927193976
266,2862,['F(maj)' 'D(min)' 'B(min)' 'E(maj)'],0.39043879711226026
267,2896,['B(min)' 'B(maj)' 'A(maj)' 'B(min)'],0.41802524245162426
268,2900,['D(maj)' 'A(maj)' 'C(maj)' 'D(maj)'],0.39096782260001045
269,2901,['D(maj)' 'A(maj)' 'C(maj)' 'D(maj)'],0.39096782260001045
270,2902,['D(maj)' 'A(maj)' 'C(maj)' 'D(maj)'],0.39096782260001045
271,2933,['Gb(min)' 'B(maj)' 'E(min)' 'A(maj)'],0.4007134476904217
272,2935,['D(maj)' 'Gb(min)' 'B(maj)' 'E(min)'],0.3965471541825081
273,2978,['Db(maj)' 'B(maj)' 'A(maj)' 'B(maj)'],0.4060168607019494
274,2979,['Db(min)' 'B(maj)' 'A(maj)' 'B(maj)'],0.41837168179426476
275,3006,['G(maj)' 'A(maj)' 'B(maj)' 'B(min)'],0.39978920482278935
276,3011,['A(maj)' 'B(maj)' 'B(min)' 'B(maj)'],0.41141257465253855
277,3012,['B(min)' 'B(maj)' 'E(maj)' 'A(maj)'],0.391395211621631
278,3014,['D(maj)' 'G(maj)' 'A(maj)' 'B(maj)'],0.40414800941178025
279,3020,['Ab(min)' 'Db(maj)' 'B(maj)' 'E(maj)'],0.39104705492890096
280,3025,['D(maj)' 'E(maj)' 'B(min)' 'D(maj)'],0.3980182679196852
281,3029,['E(maj)' 'B(maj)' 'A(maj)' 'D(maj)'],0.39036839995974093
282,3057,['E(maj)' 'B(min)' 'B(maj)' 'D(maj)'],0.389424905361815
283,3059,['B(min)' 'E(maj)' 'B(min)' 'E(maj)'],0.3905041837893286
284,3060,['E(min)' 'E(maj)' 'C(maj)' 'D(maj)'],0.3930060971129312
285,3078,['A(min)' 'E(maj)' 'A(min)' 'F(maj)'],0.3903798593276029
286,3079,['F(maj)' 'E(maj)' 'A(min)' 'D(min)'],0.3941406617376992
287,3080,['D(min)' 'E(maj)' 'A(min)' 'G(maj)'],0.3917526990974423
288,3095,['D(maj)' 'D(min)' 'C(maj)' 'B(min)'],0.4098751311369195
289,3096,['B(min)' 'E(maj)' 'A(min)' 'F(maj)'],0.40436899017547995
290,3097,['F(maj)' 'D(maj)' 'D(min)' 'C(maj)'],0.3973884375854098
291,3110,['F(maj)' 'E(min)' 'D(min)' 'D(maj)'],0.39159380248126185
292,3118,['D(min)' 'E(maj)' 'F(maj)' 'G(maj)'],0.40548028596021857
293,3124,['Ab(min)' 'A(maj)' 'B(maj)' 'E(maj)'],0.3962482370815585
294,3136,['E(min)' 'E(maj)' 'E(min)' 'D(maj)'],0.38964129764082805
295,3137,['D(maj)' 'E(min)' 'A(maj)' 'C(maj)'],0.39393335299359555
296,3145,['Gb(min)' 'B(maj)' 'E(min)' 'A(min)'],0.3910348062573762
297,3148,['B(maj)' 'A(maj)' 'B(maj)' 'E(min)'],0.38898892005094293
298,3155,['Db(min)' 'B(maj)' 'E(maj)' 'A(maj)'],0.3944648384997762
299,3156,['Db(min)' 'A(maj)' 'B(maj)' 'E(maj)'],0.3930984131903172
300,3159,['F(maj)' 'E(min)' 'C(maj)' 'G(maj)'],0.38966194778708146
301,3160,['E(maj)' 'E(min)' 'C(maj)' 'B(maj)'],0.39707019119050796
302,3163,['C(maj)' 'B(maj)' 'D(min)' 'E(maj)'],0.3896801761856181
303,3166,['B(maj)' 'E(min)' 'B(min)' 'D(maj)'],0.39305542721267406
304,3175,['F(maj)' 'D(min)' 'E(min)' 'Gb(min)'],0.3952444566054184
305,3176,['F(maj)' 'D(min)' 'E(min)' 'Gb(min)'],0.3952444566054184
306,3177,['D(min)' 'A(min)' 'E(min)' 'Gb(min)'],0.39007077690473985
307,3195,['A(min)' 'C(maj)' 'G(maj)' 'D(maj)'],0.3896053171507015
308,3202,['C(maj)' 'F(maj)' 'C(maj)' 'F(maj)'],0.3936042861774731
309,3221,['E(maj)' 'B(maj)' 'B(min)' 'D(maj)'],0.3974972854404351
310,3223,['A(maj)' 'E(maj)' 'B(maj)' 'B(min)'],0.3960182425150127
311,3228,['E(maj)' 'B(maj)' 'B(min)' 'D(maj)'],0.3974972854404351
312,3264,['A(min)' 'A(maj)' 'D(min)' 'B(maj)'],0.39658031636995816
