,index,outlier,score
95,901,['C(min)' 'IV' 'C(min)' 'I'],0.40952523459854584
96,902,['C(min)' 'I' 'C(min)' 'IV'],0.42943436207375346
97,903,['C(min)' 'IV' 'I' 'C(min)'],0.40976609976618983
98,912,['I' 'iii' 'F(min)' 'IV'],0.4150633714935105
99,916,['E(maj)' 'A(maj)' 'vi' 'IV'],0.43896361313188964
100,952,['D(maj)' 'IV' 'V' 'vi'],0.4059489897378035
101,981,['iii' 'vi' 'ii' 'V'],0.4068761517130045
102,987,['iii' 'IV' 'V' 'vi'],0.4059261521366154
103,988,['vi' 'ii' 'V' 'vi'],0.41186604148016276
104,989,['iii' 'IV' 'V' 'vi'],0.4059261521366154
105,1004,['vi' 'A(maj)' 'V' 'IV'],0.41403738613560076
106,1010,['iii' 'D(maj)' 'I' 'V'],0.4060436805607927
107,1020,['D(maj)' 'ii' 'vi' 'IV'],0.43315706408770677
108,1023,['I' 'D(maj)' 'A(maj)' 'IV'],0.4095151259667665
109,1027,['A(maj)' 'V' 'Bb(maj)' 'IV'],0.4177824253723592
110,1081,['I' 'ii' 'D(maj)' 'ii'],0.4164906169914719
111,1141,['V/ii' 'ii' 'G(min)' 'I'],0.4048411569630285
112,1142,['V/ii' 'ii' 'G(min)' 'I'],0.4048411569630285
113,1143,['E(maj)' 'V/ii' 'ii' 'G(min)'],0.407427786164925
114,1176,['C(min)' 'V' 'vi' 'IV'],0.4280580793809883
115,1178,['I' 'V' 'vi' 'IV'],0.40507022189577924
116,1179,['V' 'vi' 'I' 'IV'],0.40558786075464337
117,1180,['I' 'iii' 'I' 'IV'],0.4044599573437216
118,1200,['iii' 'IV' 'V' 'vi'],0.4059261521366154
119,1212,['D(maj)' 'iii' 'V' 'vi'],0.4176726426843748
120,1218,['ii' 'vi' 'V' 'vi'],0.40848947231712973
121,1223,['ii' 'iii' 'C(min)' 'V'],0.42109617685812173
122,1243,['IV' 'D(maj)' 'ii' 'IV'],0.42105787250007104
123,1244,['ii' 'IV' 'I' 'IV'],0.4087556572532619
124,1281,['iii' 'vi' 'G(min)' 'I'],0.413994180324605
125,1288,['IV' 'V' 'D(maj)' 'IV'],0.4061629723610568
126,1289,['IV' 'I' 'ii' 'IV'],0.40671153214478395
127,1292,['V' 'A(maj)' 'V' 'A(maj)'],0.42037042982838746
128,1293,['V' 'A(maj)' 'V' 'A(maj)'],0.42037042982838746
129,1294,['V' 'A(maj)' 'V' 'A(maj)'],0.42037042982838746
130,1306,['C(min)' 'Bb(maj)' 'IV' 'C(min)'],0.42836182560882136
131,1310,['vi' 'ii' 'V' 'vi'],0.41186604148016276
132,1332,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
133,1333,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
134,1337,['A(maj)' 'vi' 'I' 'IV'],0.42338162409973995
135,1365,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
136,1366,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
137,1371,['V' 'IV' 'G(min)' 'A(maj)'],0.42495590936096844
138,1375,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
139,1380,['Bb(maj)' 'IV' 'ii' 'V'],0.407563900144299
140,1381,['Bb(maj)' 'IV' 'ii' 'V'],0.407563900144299
141,1389,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
142,1391,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
143,1392,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
144,1393,['G(min)' 'I' 'D(maj)' 'G(min)'],0.4109559728649175
145,1416,['G(min)' 'V' 'I' 'G(min)'],0.40926907013368313
146,1417,['I' 'G(min)' 'C(min)' 'G(min)'],0.4246980797349085
147,1423,['V' 'I' 'G(min)' 'C(min)'],0.41124930533920967
148,1424,['G(min)' 'C(min)' 'G(min)' 'V'],0.42113175381354323
149,1459,['A(maj)' 'B(min)' 'D(maj)' 'IV'],0.4330079663371803
150,1464,['iii' 'B(min)' 'V' 'A(maj)'],0.42713141907865093
151,1465,['Gb(min)' 'B(min)' 'V' 'A(maj)'],0.40670739770984105
152,1475,['C(min)' 'D(maj)' 'G(min)' 'I'],0.4196425410915728
153,1476,['D#(maj)' 'C(min)' 'D(maj)' 'G(min)'],0.4067411225360495
154,1479,['V' 'G(min)' 'I' 'G(min)'],0.40657648659149587
155,1480,['I' 'G(min)' 'I' 'IV'],0.4101921331540533
156,1481,['D(maj)' 'V' 'G(min)' 'I'],0.4126972942253518
157,1515,['I' 'C(min)' 'Bb(maj)' 'IV'],0.4047053501279901
158,1532,['Bb(maj)' 'ii' 'I' 'F(min)'],0.4124788221258645
159,1565,['ii' 'I' 'V' 'IV'],0.4068526340189365
160,1589,['A(maj)' 'D(maj)' 'vi' 'IV'],0.44054257588329454
161,1669,['iii' 'D(maj)' 'V' 'C(min)'],0.42039804794834595
162,1682,['ii' 'D(maj)' 'ii' 'V'],0.41138096508384436
163,1683,['V' 'I' 'ii' 'D(maj)'],0.41126069305168106
164,1684,['iii' 'A(maj)' 'V' 'A(maj)'],0.4327161714320408
165,1685,['V' 'A(maj)' 'V' 'vi'],0.40585517119906994
166,1686,['V' 'vi' 'V' 'A(maj)'],0.4122036875712842
167,1702,['iii' 'vi' 'ii' 'V'],0.4068761517130045
168,1703,['iii' 'vi' 'ii' 'V'],0.4068761517130045
169,1716,['D(maj)' 'vi' 'G(min)' 'I'],0.4139075601462465
170,1727,['A(maj)' 'E(maj)' 'V' 'A(maj)'],0.44122151607761567
171,1728,['A(maj)' 'E(maj)' 'V' 'A(maj)'],0.44122151607761567
172,1729,['A(maj)' 'E(maj)' 'V' 'A(maj)'],0.44122151607761567
173,1742,['IV' 'F(min)' 'C(min)' 'V'],0.4049917980845958
174,1743,['C(min)' 'V' 'C(min)' 'V'],0.41324976543355246
175,1744,['C(min)' 'V' 'C(min)' 'V'],0.41324976543355246
176,1745,['F(min)' 'C(min)' 'V' 'C(min)'],0.41545318601836295
177,1748,['ii' 'IV' 'V' 'C(min)'],0.409289687690285
178,1758,['iii' 'vi' 'ii' 'V'],0.4068761517130045
179,1759,['iii' 'vi' 'ii' 'V'],0.4068761517130045
180,1765,['I' 'vi' 'G(min)' 'vi'],0.4163541742606082
181,1780,['V' 'C(min)' 'G(min)' 'C(min)'],0.4278760613205728
182,1784,['I' 'V' 'C(min)' 'G(min)'],0.40554269903339996
183,1785,['C(min)' 'G(min)' 'C(min)' 'I'],0.4288218286157445
184,1788,['I' 'V' 'C(min)' 'G(min)'],0.40554269903339996
185,1798,['V' 'D(maj)' 'ii' 'IV'],0.42480306180355915
186,1807,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
187,1815,['iii' 'B(min)' 'V' 'vi'],0.4114887611197475
188,1824,['iii' 'E(maj)' 'iii' 'IV'],0.4383053246288148
189,1829,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
190,1837,['ii' 'G(min)' 'ii' 'G(min)'],0.4315464507555504
191,1838,['IV' 'G(min)' 'ii' 'G(min)'],0.4236635072220437
192,1840,['ii' 'G(min)' 'IV' 'G(min)'],0.4113018631833865
193,1846,['G(min)' 'ii' 'G(min)' 'vi'],0.4424775066241377
194,1850,['C(min)' 'I' 'F(min)' 'IV'],0.4198127802307084
195,1856,['Bb(maj)' 'vi' 'G(min)' 'I'],0.4144915721401431
196,1859,['I' 'vi' 'G(min)' 'vi'],0.4163541742606082
197,1860,['G(min)' 'vi' 'G(min)' 'vi'],0.43223496400330336
198,1894,['V' 'G(min)' 'I' 'G(min)'],0.40657648659149587
199,1896,['G(min)' 'I' 'G(min)' 'IV'],0.4267711994104567
200,1897,['V' 'I' 'ii' 'IV'],0.40807769191631077
201,1906,['iii' 'ii' 'I' 'V'],0.4074828388520014
202,1916,['iii' 'B(min)' 'V' 'vi'],0.4114887611197475
203,1920,['D(maj)' 'ii' 'D(maj)' 'E(maj)'],0.408254646402492
204,1941,['V' 'vi' 'A(maj)' 'IV'],0.40444500227466823
205,1960,['iii' 'I' 'V' 'A(maj)'],0.4140177594277734
206,1976,['iii' 'IV' 'V' 'vi'],0.4059261521366154
207,1977,['iii' 'IV' 'V' 'vi'],0.4059261521366154
208,1984,['I' 'iii' 'V' 'A(maj)'],0.40993934939285065
209,1985,['I' 'iii' 'V' 'A(maj)'],0.40993934939285065
210,1986,['I' 'iii' 'V' 'A(maj)'],0.40993934939285065
211,1987,['Bb(maj)' 'IV' 'G(min)' 'I'],0.41063560685407124
212,1989,['IV' 'G(min)' 'I' 'G(min)'],0.4110902797848467
213,1990,['Eb(maj)' 'Bb(maj)' 'IV' 'G(min)'],0.4164587350604048
214,1994,['iii' 'IV' 'ii' 'V'],0.408884928637885
215,1995,['I' 'IV' 'ii' 'D(maj)'],0.41262387503125963
216,2006,['V' 'D(maj)' 'ii' 'IV'],0.42480306180355915
217,2035,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
218,2050,['A(maj)' 'D(maj)' 'V' 'A(maj)'],0.4375239312275348
219,2094,['IV' 'ii' 'I' 'IV'],0.4147635477156624
220,2119,['iii' 'IV' 'V' 'A(maj)'],0.4179636724857946
221,2123,['A(maj)' 'vi' 'I' 'IV'],0.42338162409973995
222,2155,['V' 'G#(maj)' 'C(min)' 'D(maj)'],0.4043570252201289
223,2158,['IV' 'C(min)' 'F(min)' 'ii'],0.4171009064637502
224,2172,['ii' 'Bb(maj)' 'G(min)' 'V'],0.4217295558826197
225,2216,['iii' 'V' 'I' 'G(min)'],0.4128962171315189
226,2217,['Bb(maj)' 'vi' 'V' 'vi'],0.4122346939874039
227,2237,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
228,2238,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
229,2284,['iii' 'IV' 'ii' 'V'],0.408884928637885
230,2286,['I' 'ii' 'G(min)' 'IV'],0.4304908716868199
231,2287,['IV' 'ii' 'I' 'ii'],0.41020628706521184
232,2290,['I' 'V' 'G(min)' 'IV'],0.410703665404334
233,2296,['I' 'V' 'G(min)' 'IV'],0.410703665404334
234,2306,['ii' 'iii' 'V' 'vi'],0.4132049794022759
235,2326,['G(min)' 'C(min)' 'D(maj)' 'ii'],0.42685926762495296
236,2327,['A(maj)' 'V' 'G(min)' 'I'],0.4086912338557294
237,2329,['ii' 'A(maj)' 'V' 'G(min)'],0.4124868299138505
238,2330,['F(min)' 'Bb(maj)' 'V' 'C(min)'],0.4146663742516884
239,2331,['F(min)' 'V' 'F(min)' 'C(min)'],0.42386837302205593
240,2332,['V' 'F(min)' 'C(min)' 'V'],0.40543087230341823
241,2347,['I' 'G(min)' 'V' 'IV'],0.40651516281731725
242,2378,['V' 'D(maj)' 'ii' 'V'],0.4046279188926853
243,2404,['IV' 'Bb(maj)' 'G(min)' 'vi'],0.4282071574692216
244,2407,['D(maj)' 'ii' 'I' 'IV'],0.42311191152791233
245,2411,['D(maj)' 'iii' 'V' 'A(maj)'],0.4306983851306524
246,2412,['D(maj)' 'iii' 'V' 'A(maj)'],0.4306983851306524
247,2416,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
248,2417,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
249,2418,['IV' 'Bb(maj)' 'G(min)' 'I'],0.40929046198844626
250,2419,['Eb(maj)' 'G(min)' 'I' 'G(min)'],0.4236418798893358
251,2436,['iii' 'IV' 'I' 'ii'],0.41079419332562433
252,2439,['I' 'ii' 'I' 'IV'],0.4095595311762784
253,2441,['IV' 'V' 'ii' 'IV'],0.4150378610620387
254,2455,['iii' 'IV' 'V' 'A(maj)'],0.4179636724857946
255,2458,['V/vi' 'vi' 'G(min)' 'I'],0.4095028645794426
256,2459,['G(min)' 'IV' 'G(min)' 'I'],0.41081117062194883
257,2483,['vi' 'Bb(maj)' 'G(min)' 'I'],0.4089785862978549
258,2500,['I' 'A(maj)' 'vi' 'IV'],0.4195515418247897
259,2501,['ii' 'A(maj)' 'E(maj)' 'IV'],0.41927553809500395
260,2502,['I' 'A(maj)' 'E(maj)' 'IV'],0.4081571877859849
261,2503,['I' 'A(maj)' 'E(maj)' 'IV'],0.4081571877859849
262,2515,['C(min)' 'ii' 'G(min)' 'vi'],0.4471862535843492
263,2549,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
264,2555,['Bb(maj)' 'IV' 'I' 'G(min)'],0.40794323747724
265,2556,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
266,2560,['Eb(maj)' 'Bb(maj)' 'IV' 'C(min)'],0.42501033618153705
267,2603,['iii' 'IV' 'V' 'vi'],0.4059261521366154
268,2606,['D(maj)' 'ii' 'V' 'IV'],0.41982196256718646
269,2610,['vi' 'A(maj)' 'I' 'IV'],0.4156547896608137
270,2615,['G(min)' 'I' 'ii' 'D(maj)'],0.42418628919254725
271,2617,['C(min)' 'Bb(maj)' 'IV' 'C(min)'],0.42836182560882136
272,2641,['Bb(maj)' 'G(min)' 'IV' 'C(min)'],0.42628971961145135
273,2642,['ii' 'vi' 'C(min)' 'G(min)'],0.4268746223995312
274,2643,['ii' 'vi' 'C(min)' 'G(min)'],0.4268746223995312
275,2666,['V/vi' 'vi' 'G(min)' 'I'],0.4095028645794426
276,2706,['ii' 'iii' 'F(min)' 'I'],0.40482290480420846
277,2709,['iii' 'ii' 'V' 'vi'],0.4196274951908548
278,2737,['D(maj)' 'I' 'V' 'A(maj)'],0.41655959795839775
279,2786,['ii' 'D(maj)' 'V' 'IV'],0.41718484626015523
280,2787,['IV' 'I' 'ii' 'D(maj)'],0.4070106214742525
281,2833,['Bb(maj)' 'ii' 'I' 'G(min)'],0.42029038090233267
282,2834,['G(min)' 'IV' 'I' 'G(min)'],0.40910982638138665
283,2842,['IV' 'Bb(maj)' 'G(min)' 'C(min)'],0.43597794900502845
284,2929,['Bb(maj)' 'A(maj)' 'G(min)' 'I'],0.4229438444637431
285,2930,['Bb(maj)' 'A(maj)' 'G(min)' 'I'],0.4229438444637431
286,2933,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
287,2934,['A(maj)' 'G(min)' 'I' 'G(min)'],0.42437449412097217
288,2949,['vi' 'A(maj)' 'I' 'IV'],0.4156547896608137
289,2988,['F(min)' 'V' 'I' 'C(min)'],0.40713360998861997
290,3008,['V' 'A(maj)' 'vi' 'A(maj)'],0.43299132436302745
291,3009,['vi' 'IV' 'V' 'A(maj)'],0.4063715939052809
292,3010,['A(maj)' 'vi' 'A(maj)' 'vi'],0.42308570594025885
293,3013,['iii' 'D(maj)' 'I' 'V'],0.4060436805607927
294,3014,['D(maj)' 'I' 'V' 'A(maj)'],0.41655959795839775
295,3019,['C(min)' 'IV' 'V' 'C(min)'],0.4088483601435826
296,3043,['vi' 'V' 'G(min)' 'IV'],0.4213797405595098
297,3044,['vi' 'D(maj)' 'G(min)' 'IV'],0.43324239059504965
298,3046,['IV' 'I' 'vi' 'D(maj)'],0.40573958094543616
299,3047,['G(min)' 'IV' 'G(min)' 'I'],0.41081117062194883
300,3048,['G(min)' 'IV' 'G(min)' 'I'],0.41081117062194883
301,3049,['G(min)' 'IV' 'G(min)' 'I'],0.41081117062194883
302,3050,['IV' 'G(min)' 'I' 'G(min)'],0.4110902797848467
303,3051,['IV' 'G(min)' 'I' 'G(min)'],0.4110902797848467
304,3052,['IV' 'G(min)' 'I' 'G(min)'],0.4110902797848467
305,3071,['C(min)' 'I' 'vi' 'IV'],0.4201758789250114
306,3072,['I' 'V' 'vi' 'IV'],0.40507022189577924
307,3086,['C(min)' 'ii' 'V' 'C(min)'],0.41977193198817514
308,3088,['ii' 'C(min)' 'ii' 'V'],0.4092577279424138
309,3089,['C(min)' 'IV' 'ii' 'G(min)'],0.4267366355662462
310,3100,['Eb(maj)' 'C(min)' 'F(min)' 'C(min)'],0.43840306864124534
311,3117,['vi' 'D(maj)' 'G(min)' 'I'],0.4110153757380222
312,3118,['V/vi' 'vi' 'D(maj)' 'G(min)'],0.4157128591661539
313,3126,['IV' 'ii' 'G(min)' 'I'],0.40784339427459704
314,3130,['I' 'IV' 'ii' 'G(min)'],0.40454713553570243
315,3131,['G(min)' 'I' 'ii' 'G(min)'],0.41565095987041073
316,3142,['IV' 'ii' 'F(min)' 'IV'],0.4244176934084736
317,3178,['V/vi' 'vi' 'D(maj)' 'F(min)'],0.4121868834410405
318,3181,['vi' 'D(maj)' 'F(min)' 'V'],0.4046961806869419
319,3185,['iii' 'E(maj)' 'I' 'D(maj)'],0.431481153022608
320,3202,['V' 'D(maj)' 'I' 'G(min)'],0.4059332407370641
321,3204,['V/ii' 'ii' 'G(min)' 'I'],0.4048411569630285
322,3205,['A(maj)' 'D(maj)' 'ii' 'G(min)'],0.4344389990779773
323,3207,['IV' 'A(maj)' 'D(maj)' 'ii'],0.41504779684384396
324,3254,['Bb(maj)' 'C(min)' 'I' 'IV'],0.4241777783165284
325,3299,['V' 'I' 'C(min)' 'IV'],0.41403004692541323
326,3333,['E(maj)' 'D(maj)' 'V' 'A(maj)'],0.42528142151072046
327,3334,['A(maj)' 'D(maj)' 'V' 'A(maj)'],0.4375239312275348
328,3335,['F(min)' 'Ab(maj)' 'F(min)' 'C(min)'],0.4317533837462897
329,3336,['Ab(maj)' 'Bb(maj)' 'IV' 'C(min)'],0.4151906531225963
330,3340,['vi' 'I' 'D(maj)' 'A(maj)'],0.417109356505438
331,3347,['V/ii' 'ii' 'G(min)' 'V'],0.40992993979755304
332,3349,['ii' 'Bb(maj)' 'I' 'IV'],0.4210412481892051
333,3352,['Bb(maj)' 'V/ii' 'ii' 'G(min)'],0.414944562015603
334,3359,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
335,3360,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
336,3361,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
337,3362,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
338,3363,['I' 'G(min)' 'I' 'G(min)'],0.40614429030932536
339,3402,['Bb(maj)' 'G(min)' 'V' 'IV'],0.42636655853384914
340,3403,['V' 'I' 'ii' 'IV'],0.40807769191631077
341,3404,['V' 'I' 'ii' 'IV'],0.40807769191631077
342,3406,['ii' 'IV' 'I' 'IV'],0.4087556572532619
343,3410,['vi' 'Bb(maj)' 'G(min)' 'vi'],0.4312504527101837
344,3425,['A(maj)' 'D(maj)' 'I' 'V'],0.40740651103891995
345,3427,['vi' 'D(maj)' 'V' 'A(maj)'],0.4206972317819484
346,3435,['D(maj)' 'vi' 'V' 'A(maj)'],0.4238980362285523
347,3446,['G(min)' 'ii' 'G(min)' 'I'],0.4197702100530019
348,3447,['G(min)' 'ii' 'G(min)' 'I'],0.4197702100530019
349,3449,['G(min)' 'ii' 'G(min)' 'I'],0.4197702100530019
350,3450,['ii' 'G(min)' 'I' 'G(min)'],0.42033866881187965
351,3451,['ii' 'G(min)' 'I' 'G(min)'],0.42033866881187965
352,3452,['ii' 'G(min)' 'I' 'G(min)'],0.42033866881187965
353,3453,['I' 'G(min)' 'ii' 'G(min)'],0.42162345620450675
354,3454,['I' 'G(min)' 'ii' 'G(min)'],0.42162345620450675
355,3455,['G(min)' 'I' 'ii' 'G(min)'],0.41565095987041073
356,3456,['I' 'G(min)' 'ii' 'G(min)'],0.42162345620450675
357,3457,['I' 'G(min)' 'ii' 'G(min)'],0.42162345620450675
358,3458,['C(min)' 'I' 'C(min)' 'IV'],0.42943436207375346
359,3459,['C(min)' 'ii' 'I' 'C(min)'],0.42275108957896695
360,3460,['A(maj)' 'Bb(maj)' 'G(min)' 'C(min)'],0.44727072719766525
361,3474,['IV' 'Bb(maj)' 'D(maj)' 'G(min)'],0.4180619180041961
362,3485,['Ab(maj)' 'C(min)' 'V' 'C(min)'],0.41302314399746104
363,3487,['V' 'C(min)' 'F(min)' 'C(min)'],0.41467738879176924
364,3488,['Bb(maj)' 'Ab(maj)' 'C(min)' 'V'],0.4190704915222714
365,3489,['Bb(maj)' 'Ab(maj)' 'C(min)' 'V'],0.4190704915222714
366,3501,['F(min)' 'C(min)' 'F(min)' 'I'],0.4064775760840371
367,3503,['Ab(maj)' 'F(min)' 'I' 'C(min)'],0.4116302925671116
368,3515,['D(maj)' 'IV' 'V' 'vi'],0.4059489897378035
369,3516,['ii' 'IV' 'G(min)' 'I'],0.4074443614205804
370,3528,['Db(maj)' 'E(maj)' 'V' 'A(maj)'],0.41327488936486
371,3533,['C(min)' 'IV' 'G(min)' 'C(min)'],0.43448927572125207
372,3534,['C(min)' 'IV' 'G(min)' 'C(min)'],0.43448927572125207
373,3535,['iii' 'C(min)' 'IV' 'G(min)'],0.40885106549627337
374,3536,['G(min)' 'C(min)' 'IV' 'G(min)'],0.4119696488620042
375,3537,['G(min)' 'C(min)' 'IV' 'G(min)'],0.4119696488620042
376,3563,['ii' 'Bb(maj)' 'IV' 'G(min)'],0.40970068974287543
