Unnamed: 0,id,artist,song,album_name,spotify_id,popularity,release,danceability,energy,key,mode,valence,tempo,duration_ms,tags,lang
8009,A9C2osj800F2RbEl,The Pointer Sisters,He's So Shy,Special Things (Bonus Track Version),6R9NqD0WX9sJYs6PbA5onu,45.0,1980,0.871,0.736,0.0,0.0,0.967,115.149,218320,"pop,80s,disco,soul,female vocalists,disco,80s,pop",en
8252,RaMVsVrYfjR1VKTY,Murray Head,One Night in Bangkok,Emotions (My Favourite Songs),6erBowZaW6Ur3vNOWhS2zM,50.0,1980,0.892,0.578,10.0,1.0,0.621,108.703,236067,"80s,pop,new wave",en
8231,srAsQf33vwEJDAG8,Robbie Dupree,Steal Away,Robbie Dupree,7v5rsCN3LhX9XaIlWyTdx3,50.0,1980,0.721,0.57,2.0,1.0,0.713,122.445,213973,"80s,easy listening,pop,soft rock,steal away",en
8065,IbTpgwsTyRXvVZ2Y,Yoko Ono,I'm Moving On,Double Fantasy,1is52XCDuauuzc0wQCRcfq,25.0,1980,0.73,0.748,9.0,0.0,0.629,95.898,141973,"female vocalists,pop,3star,awesome songs,yokogasm",en
8030,NwSjkKySQXnQ4btw,Olivia Newton-John,Magic,Xanadu,56BSwBKWHYldQOgYLHiehs,38.0,1980,0.7,0.618,2.0,1.0,0.614,103.816,271667,"80s,pop,female vocalists,70s",en
8103,w3Vg10XBsjPVumTp,ABBA,Me and I,Super Trouper,2VsNlP5FMLTVMez6vjtBj2,37.0,1980,0.6559999999999999,0.774,4.0,1.0,0.603,113.422,295093,"pop,80s,disco,swedish",en
7822,gz9tBvoNmB6BT2JO,Ultravox,Sleepwalk,Vienna (Remastered Definitive Edition),2I8BBwukyx64a3TVHmN5RA,28.0,1980,0.488,0.883,6.0,0.0,0.852,167.55200000000005,192720,"new wave,80s,synthpop,new romantic",en
8119,zXvKWTFA7HFBJb9D,Barbra Streisand,What Kind of Fool,Guilty,6qLfdfOdfrpD1B0V67eJpy,48.0,1980,0.511,0.245,2.0,1.0,0.143,79.88,245640,"barbra streisand,pop",en
8276,EmOm2ZZVy0SFwLYH,The Police,Man In A Suitcase,Zenyatta Mondatta (Remastered 2003),6C1ZUDfuIL0xHQeoGSdIMP,39.0,1980,0.752,0.721,0.0,1.0,0.94,138.876,138067,"rock,new wave,80s,pop",en
8071,AAde0x5mxmP6EuRg,Diana Ross,My Old Piano,Diana,4d4yVNYVwxrNsy5ukJ4QTJ,37.0,1980,0.649,0.83,7.0,0.0,0.885,118.832,235200,"soul,disco,80s,pop,motown",en
8205,Uclh5Wg5aXGOicnR,The Police,"De Do Do Do, De Da Da Da - Remastered 2003",Zenyatta Mondatta (Remastered 2003),0yJvWbn8xQKiDZ84VN5lQG,57.0,1980,0.78,0.523,9.0,1.0,0.855,147.86,247293,"rock,classic rock,new wave,80s,pop",en
7928,Upuhx11XPf6JlZLz,Prince,Head,Dirty Mind,4ylO0IAVZviyGLRsFgj6Nb,35.0,1980,0.845,0.486,11.0,0.0,0.6920000000000001,118.458,285507,"funk,80s,pop,prince",en
7967,LPUaF14KgWALDjWQ,Visage,Blocks on Blocks,Visage,0wUZuZOobhqbcy7pX6sa6m,20.0,1980,0.6779999999999999,0.446,7.0,1.0,0.88,135.028,240159,"new wave,new romantic,synthpop,80s",en
8131,ol00ke9y7JZaB0e6,Elis Regina,"Alô, alô, marciano",2 É Demais,0wacj5AePmtFHt8mzdk6t4,39.0,1980,0.626,0.296,4.0,0.0,0.711,128.556,240427,"female vocalists,pop,mpb,brazilian,katy perry",pt
8298,DXjra5qmHSWXXDpB,Yoko Ono,Give me Something,Double Fantasy,2kf7gE9hDTNA7ptQ7UWnTo,25.0,1980,0.596,0.94,9.0,0.0,0.434,151.05100000000004,94933,"alternative,avantgarde pop,post-revolutionary pop song,experimental",en
7920,h9RfaO1aejBY2U23,ABBA,The Winner Takes It All,Super Trouper,2HeTmGTjl870ucJ8mF7zl5,57.0,1980,0.457,0.785,6.0,1.0,0.522,126.947,294733,"pop,80s,disco,abba,swedish",en
7963,JkDZBV4YxpXFvqHr,Kate Bush,Babooshka,Never For Ever,53Mz9H5UvWMQUXHZnaZYKQ,49.0,1980,0.466,0.439,5.0,0.0,0.289,107.173,209933,"80s,female vocalists,pop,alternative,kate bush",en
8016,SehEBAl11bPZTVCT,Barbra Streisand,Run Wild,Guilty,6RzHyUtRNARYyn2AIuoLnY,34.0,1980,0.377,0.269,4.0,1.0,0.196,82.302,247467,"easy listening,barbara streisnd,female vocalists,pop,easy listening",en
8055,b5VbF3zvGzkIW8BD,The J. Geils Band,Love Stinks,Love Stinks,3K9QlS0VCtkzUvo0HY75VE,46.0,1980,0.65,0.449,0.0,1.0,0.6990000000000001,89.641,224560,"classic rock,80s,rock,pop",en
7780,2HjjUuV1cw7Ls7iU,Orchestral Manoeuvres in the Dark,Enola Gay - Remastered,Organisation,3NYCaxkggl0Hh8vQptSUvV,59.0,1980,0.5589999999999999,0.764,2.0,0.0,0.932,143.319,213693,"new wave,synthpop,80s,electronic,synth pop",en
8000,1XzxOKCm9v5SgzQO,Diana Ross,No One Gets The Prize,Diana,5qHyMU6xc2cngIbzlVtneh,34.0,1980,0.515,0.755,0.0,1.0,0.721,124.542,578440,"soul,pop,disco,attitude",en
7914,39lpFHs6YK8fqlWf,Diana Ross,I'm Coming Out,Diana,3SnGymj6ijE2iuUfWxLo1q,63.0,1980,0.7290000000000001,0.8320000000000001,5.0,1.0,0.758,110.116,323347,"disco,80s,soul,motown,pop",en
8273,dKuAeKggDqmR3ccw,Orchestral Manoeuvres in the Dark,Electricity,Orchestral Manoeuvres In The Dark,60TmG8cFPMBo7kTTFOLiAB,51.0,1980,0.47,0.909,9.0,0.0,0.534,161.64700000000005,219067,"rock,80s,new wave,synthpop",en
7933,cVZd1wCtRYIqRnaV,Stevie Wonder,Happy Birthday,Hotter Than July,01lewSOj9ZaXplh9TpNKL4,55.0,1980,0.78,0.58,0.0,1.0,0.96,116.192,357027,"happy birthday,soul,birthday,pop,rb,stevie wonder",en
7843,3BoStRdOGMQv4GtU,Paul Simon,Late in the Evening,One-Trick Pony,2h23bjG8B3bcD47HBu6bHG,54.0,1980,0.72,0.88,5.0,1.0,0.961,118.623,242707,"singer-songwriter,80s,classic rock,fip,rock,pop",en
8301,H1Ibn5UOKKSI1agW,ABBA,Put on Your White Sombrero,Super Trouper,2bACMuM250AF9rErF1uwWg,21.0,1980,0.466,0.61,0.0,1.0,0.591,82.01100000000002,272493,"pop,abba",en
7872,0yR7pq9jSRr7v37T,The Soft Boys,I Got the Hots,Underwater Moonlight,0qR3E3iLBjDBeeTS7xCoLf,20.0,1980,0.414,0.675,11.0,0.0,0.581,105.869,283027,"new wave,power pop,1980,80s",en
7929,nfBTxeGY09zLP6Eh,The Buggles,The Plastic Age,The Age Of Plastic,6t1FIJlZWTQfIZhsGjaulM,61.0,1980,0.675,0.61,1.0,1.0,0.344,131.037,253800,"80s,pop,new wave,trevor horn",en
8269,mOmT7CO1gxnIEffQ,Carly Simon,Jesse,Come Upstairs,2ifpWVChV5iLsHozrX6IHQ,38.0,1980,0.73,0.61,0.0,1.0,0.779,106.512,261000,"rock,soft rock,pop,80s,female vocalists",en
7935,sPMJrGTyYkemmejS,Devo,Whip It,Freedom Of Choice,4sscDOZCkbLSlDqcCgUJnX,63.0,1980,0.78,0.8690000000000001,9.0,1.0,0.957,157.90200000000004,161133,"new wave,80s,pop,alternative",en
8192,9ghOA1okIBq7pZlT,Diana Ross,Friend To Friend,Diana,0t6JuuS8ZFUK1lXInWQpWo,16.0,1980,0.412,0.29,7.0,0.0,0.231,85.24600000000002,199120,"female vocalists,pop,soul,easy listening",en
8150,5cgD0aw7nGWgBFhh,Donna Summer,Walk Away,Walk Away - Collector's Edition The Best Of 1977-1980,29RcVe2M9l8rHyWHffBmjf,58.0,1980,0.341,0.721,3.0,1.0,0.237,126.351,199800,"pop,70s",en
8221,r3OEReAgNUsDi43w,Barbra Streisand,Promises,Guilty,2zj2oanLv5B1RwlqIQYrOD,39.0,1980,0.679,0.388,11.0,1.0,0.72,97.366,261040,"easy listening,80s,pop,female vocalists",en
7954,cfFqUcNtKopy0Jm4,Grace Jones,Pars,Warm Leatherette,6H5qYowRjd5DcLenXVjWSy,26.0,1980,0.75,0.361,4.0,0.0,0.7859999999999999,109.436,249766,"french,80s,pop,downtempo",fr
8008,MoS3ifHbrrT9pfzB,Prince,Dirty Mind,Dirty Mind,0xLusQmpL2MWGajcw0YyXQ,41.0,1980,0.835,0.209,0.0,1.0,0.0901,129.833,254867,"funk,rock,80s,dance,pop,prince",en
8047,HVZVj9bOqW4ElN58,Orchestral Manoeuvres in the Dark,Electricity - 2003 Digital Remaster,Orchestral Manoeuvres In The Dark,60TmG8cFPMBo7kTTFOLiAB,51.0,1980,0.47,0.909,9.0,0.0,0.534,161.64700000000005,219067,"new wave,80s,synthpop,synth pop,new wave,synthpop,80s",en
8181,Rbev15oZ0kOD4FzD,The Soft Boys,Human Music,A Can of Bees,2Ci7ea6J2AlUc3EWOQvxks,23.0,1980,0.457,0.816,7.0,1.0,0.477,91.387,270973,"jangle pop,70s,jangle-pop",en
7860,0nRZDhvxdZ5ftNwv,Donna Summer,The Wanderer,The Wanderer,4DAo1YydUfqSGcgX2sXn1M,25.0,1980,0.778,0.64,5.0,1.0,0.7659999999999999,137.253,227173,"pop,80s,1980",en
7922,QCR0TSa8QVZAvw2d,Paul McCartney,Coming Up,McCartney II,4Ku6X72Q815qNd7ChuiDdD,40.0,1980,0.8170000000000001,0.767,8.0,1.0,0.878,128.93,231880,"80s,rock,pop,classic rock,paul mccartney,british",en
8096,ECXFxZKLBqnEwTrG,Miguel Bosé,Te Amaré,Miguel,3PFyeq4aBtLfShPJ9oiK4p,55.0,1980,0.452,0.302,3.0,1.0,0.381,149.16299999999995,211733,"pop,miguel bose,spanish,español",es
8247,ZBzCrWWH35yTPv8P,Climax Blues Band,I Love You,Flying the Flag,3VyJPsb2ucaaVptLSDpJNH,45.0,1980,0.5589999999999999,0.446,10.0,1.0,0.239,131.792,245452,"pop,80s,classic rock,rock",en
7759,JBqMJTfHhfltDKfx,Martha and the Muffins,Echo Beach,Metro Music,49wHCjiu34kM3VRgumQ1tJ,53.0,1980,0.54,0.746,7.0,1.0,0.826,163.809,219867,"new wave,80s,pop,rock,canadian",en
8113,j43URx1tmTiirZ0e,Barbra Streisand,Guilty,Guilty,60mGckXEG1EzR4VmjYLfEW,60.0,1980,0.626,0.425,0.0,1.0,0.952,150.875,264333,"barbra streisand,female vocalists,pop,80s",en
7804,fb4FJNvYyTnwK0qK,Yoko Ono,Every Man Has a Woman Who Loves Him,Double Fantasy,24ooSJNSbPMfKxxfeHF48S,25.0,1980,0.81,0.6679999999999999,4.0,0.0,0.952,122.12,243013,"female vocalists,pop,avant-garde,wymmyn",en
8223,YBC8ROSkfyFFRUNs,The Soft Boys,Underwater Moonlight,Underwater Moonlight,28iviMPFNRTW7oTlLcM8Sl,32.0,1980,0.24,0.944,7.0,1.0,0.245,127.344,173400,"1980,power pop,undermouthafuckincocksuckinrated,80s",en
7958,sNLRcKEKqaJLqFsq,Squeeze,Pulling Mussels (From The Shell),Argybargy,2TjXzbUt5zQ4PpHG0dEaT1,48.0,1980,0.596,0.664,0.0,1.0,0.926,142.002,238133,"80s,new wave,pop,rock",en
7981,zp0LFbOG09bow7VL,Steve Winwood,While You See a Chance,Arc Of A Diver (Deluxe Edition),4JAFyW6oZV6DIADeV619QG,57.0,1980,0.602,0.732,2.0,1.0,0.411,129.355,312773,"classic rock,80s,steve winwood,rock,pop",en
7969,9FoES0qS7ATZJEEX,Ultravox,Passing Strangers,Vienna (Remastered Definitive Edition),78gfpFXaVju91ZGANEPe3K,25.0,1980,0.501,0.826,5.0,0.0,0.7,138.215,230960,"new wave,80s,new romantic,synthpop",en
8264,SoqnVpsc4L1Vs7by,Olivia Newton-John,Xanadu,Xanadu,4zdspHPxpExPiU8RolxBUH,42.0,1980,0.654,0.6409999999999999,6.0,1.0,0.7909999999999999,127.589,208507,"80s,pop,female vocalists,soundtrack,disco",en
7986,CtF7XeIBraXHFVhK,Diana Ross,Upside Down,Diana,3pbtBomO4Zt5gGiqsYeiBH,57.0,1980,0.877,0.843,5.0,0.0,0.866,107.848,245600,"disco,80s,soul,motown,pop",en
7869,502a2XS9UUsZ5z5k,Barbra Streisand,The Love Inside,Guilty,5a1w0WbAQ0sLg7TnvWKXfl,36.0,1980,0.28,0.106,9.0,1.0,0.13,108.73,308107,"easy listening,barbra streisand,female vocalists,pop,easy listening",en
7964,gSsPmu49YUQWnTlf,ABBA,"Andante, Andante",Super Trouper,6dyAyTBlsPZo6e0EtgjqWA,42.0,1980,0.29,0.359,10.0,1.0,0.402,202.562,278867,"pop,abba,swedish,80s",en
7861,g5pXWtYYnjx8I5tt,Paul McCartney,Temporary Secretary - Remastered 2011,McCartney II,4zcoGX2OQMMf4gs6KO9jzX,33.0,1980,0.86,0.662,1.0,1.0,0.7020000000000001,132.42,194280,"classic rock,rock,british,singer-songwriter,soft rock,pop",en
8086,nHmx9OEQu7ydkzYQ,The Soft Boys,Insanely Jealous,Underwater Moonlight,3Ci0stDf5wSIQhg83NKlsQ,24.0,1980,0.388,0.738,11.0,0.0,0.564,151.738,255013,"power pop,angular guitar playing,post-punk,80s",en
8123,VG2DgVyll4fWnh6S,Roxy Music,Oh Yeah,Flesh And Blood (Remastered),1ApsBaz9fpPptVZxgqtOy3,49.0,1980,0.608,0.5479999999999999,0.0,1.0,0.542,140.03,290827,"80s,fip,rock,pop,1980",en
7978,lQQp4nJxCBg0KYhP,Robert Palmer,Looking For Clues,Clues,0uc0zqpy99nF71nnT6eW1R,40.0,1980,0.85,0.613,9.0,0.0,0.937,143.517,293000,"80s,pop,new wave,rock,dance",en
7856,vh5gcly9V14bYFlF,Billy Joel,You May Be Right,Glass Houses,7gMOe0gXYcELUoVugfMmHP,54.0,1980,0.5670000000000001,0.945,9.0,1.0,0.961,150.792,253200,"classic rock,rock,80s,pop,singer-songwriter,billy joel",en
8073,H6NXh69nuT6AzSZZ,The Soft Boys,I Wanna Destroy You,Underwater Moonlight,28iviMPFNRTW7oTlLcM8Sl,32.0,1980,0.24,0.944,7.0,1.0,0.245,127.344,173400,"new wave,power pop,80s,british",en
7755,uNSezm6bFZV1P7kM,ABBA,The Piper,Super Trouper,5dlDZZv6AdCvkeCt8rJvg8,24.0,1980,0.5720000000000001,0.5529999999999999,9.0,1.0,0.4270000000000001,88.49600000000002,207067,"pop,abba",en
8253,dFoe2vg2ND2zkWRp,Blondie,The Tide Is High,Tide Is High,165NAtd2DRPKNQ6EVY0VG9,54.0,1980,0.778,0.667,11.0,1.0,0.964,96.954,232803,"80s,new wave,pop,female vocalists,rock",en
7897,zoLWuPgEIOCbNHt7,Donna Summer,Cold Love,The Wanderer,2JfAwvb81jxgfLp69YWzd1,7.0,1980,0.826,0.591,5.0,1.0,0.8759999999999999,124.504,219600,"pop,rock,dance,new wave,female vocalists,favourite songs",en
8283,nUfRJ1oHZiQ26xZ2,Visage,Visa-age,Visage,5eCwNsVNgrgzRWdzr64SYn,15.0,1980,0.603,0.583,5.0,1.0,0.8909999999999999,136.705,258826,"new wave,synthpop,new romantic,80s",en
7974,FhCFY3ZEjwxDcUlX,Air Supply,Every Woman in the World,Lost in Love,6OxnToSgslbtjJuNSKSdDQ,49.0,1980,0.39,0.312,9.0,1.0,0.361,156.334,209600,"80s,soft rock,air supply,pop",en
8171,1ZmpmWKaDyqJZYBt,Kelly Marie,Feels Like I'm in Love,Feels Like I'm in Love,3Swc1delyFn1fwPDkInUhC,52.0,1980,0.716,0.758,0.0,1.0,0.857,120.774,256667,"disco,80s,pop,dance",en
7771,ZfBBcqIzmEYbTH5v,UB40,Food For Thought,Signing Off,5YkkeIiErNf2ckvMxmT5RT,46.0,1980,0.868,0.532,7.0,1.0,0.964,131.499,250107,"reggae,80s,fip,british,reggae,80s,pop",en
8019,aNXpVxKOkX6QRbWC,Dexys Midnight Runners,Geno,Searching For The Young Soul Rebels,7gb626DDDHoiuVAGZEnlJk,48.0,1980,0.481,0.6,6.0,1.0,0.818,124.637,207227,"80s,new wave,pop,1980,new wave,80s,british",en
7742,UGqLXvmfFV1mccyr,Stevie Wonder,Do I Do,Hotter Than July,0k3fBeBIcok5gbYQyQbxP5,51.0,1980,0.848,0.485,11.0,1.0,0.88,117.213,306667,"soul,funk,motown,pop",en
8261,uXQwfuKf7sqKXxFi,The Buggles,Video Killed the Radio Star,The Age Of Plastic,6t1FIJlZWTQfIZhsGjaulM,61.0,1980,0.675,0.61,1.0,1.0,0.344,131.037,253800,"80s,new wave,pop,electronic",en
8014,XPhsdXhKGswGFS85,Billy Joel,It's Still Rock and Roll to Me,Glass Houses,64UioB4Nmwgn2f4cbIpAkl,60.0,1980,0.752,0.684,0.0,1.0,0.539,141.075,176440,"rock,80s,classic rock,pop,billy joel",en
7858,7A7VJRMEiun1RcpK,Grace Jones,A Rolling Stone,Warm Leatherette,6NM0XYC3akXf4gB5flQRSq,16.0,1980,0.889,0.664,7.0,1.0,0.8270000000000001,120.15,212463,"pop,80s,new wave,dance",en
8022,intjatgIhSFdKVwJ,David Bowie,Because You're Young,Scary Monsters (And Super Creeps) [2017 Remastered Version],4MqUHb6oetPG3nOdXbHr1d,30.0,1980,0.498,0.912,0.0,1.0,0.477,121.279,295933,"rock,80s,glam rock,pop",en
8031,RXMnciThx5sREHod,The Police,Don't Stand So Close to Me,Zenyatta Mondatta (Remastered 2003),5veJDT0MLsLbhYsx42GXUD,61.0,1980,0.799,0.506,2.0,1.0,0.518,140.309,242667,"80s,rock,classic rock,new wave,pop",en
7768,lvRn7fedRaKDDX4X,Lio,Amoureux Solitaires,Amoureux solitaires,0ZJgIjGJdYzgb03LSH09Gx,33.0,1980,0.83,0.652,9.0,1.0,0.847,118.874,221800,"80s,french,fip,pop",fr
8278,jJj7RX9XNBHFrEdr,Sparks,When I'm With You,Terminal Jive,7cdbmTjUrOsJViLFddO0xz,38.0,1980,0.7190000000000001,0.727,0.0,1.0,0.931,119.495,348733,"lyrically stunning,really fucking unexpected,scintillators,death by killer hook,holy living fuck,glam rock,new wave,pop",en
7793,LxByM3YkP0Tf8p3q,Madness,Baggy Trousers,Absolutely,3Sbnhrpec0ULbeWBsA6GS6,29.0,1980,0.64,0.887,0.0,0.0,0.94,144.546,167173,"ska,80s,british,pop,ska,british,80s",en
8142,mwxSKXmKaljNyIT7,Ultravox,Vienna - 2008 Remaster,Vienna (Remastered Definitive Edition),0842N1NhR1Q1XS6XyyQ3Nl,46.0,1980,0.605,0.583,5.0,1.0,0.334,80.132,296160,"new wave,synthpop,80s,new romantic",en
8185,DUTXx5hJpLJHU5Ap,Kate Bush,Army Dreamers,Never For Ever,6OmdWLjlx4BIDGEO8BZlqH,45.0,1980,0.679,0.0742,4.0,0.0,0.319,144.005,178640,"female vocalists,80s,fip,alternative,pop,female vocalists,singer-songwriter,alternative",en
8147,1KIcWXy82tt3vTBZ,Visage,Tar,Visage,3Qa1T3utGYMPQ5lfALE0wq,17.0,1980,0.695,0.579,0.0,0.0,0.8490000000000001,135.721,212106,"new wave,80s,synthpop,new romantic,1979",en
8070,Mjr3oobkGOGzKAnz,Barbra Streisand,Woman in Love,Guilty,1pTGc8pwyo6xtgXBKCBcFn,63.0,1980,0.469,0.278,3.0,0.0,0.331,169.735,231840,"female vocalists,80s,barbra streisand,pop,love,easy listening",en
8245,Q83ngwYg6Drv80ri,ABBA,Super Trouper,Super Trouper,2nMghZvtLx6DDgTEHEsb4w,58.0,1980,0.764,0.626,0.0,1.0,0.961,118.324,254600,"pop,abba,disco,80s",en
7803,QOjpOTr8e83n48lz,Orchestral Manoeuvres in the Dark,Enola Gay,Organisation,3NYCaxkggl0Hh8vQptSUvV,59.0,1980,0.5589999999999999,0.764,2.0,0.0,0.932,143.319,213693,"80s,new wave,synthpop,pop,new wave,synthpop,80s",en
7892,xYyREJ9SroTqeEao,Yellow Magic Orchestra,The End of Asia,Public Pressure,2e0G8QtWXOciCm7Fx2PonF,12.0,1980,0.602,0.794,9.0,0.0,0.748,120.634,419373,"electronic,japanese,techno,j-pop,jpop,band",INTRUMENTAL
7874,lhgLVKKiNv7wF8fP,Yellow Magic Orchestra,Nice Age,Multiplies,0Dv9ANbizqgQsk46Hv9I6l,7.0,1980,0.75,0.736,11.0,0.0,0.632,120.043,226973,"japanese,80s,electronic,pop,paul mccartney",en
7782,Ss5hypxnzfa9O0vO,The Soft Boys,Queen of Eyes,Underwater Moonlight,1HqkUaVMht41tBturrMmfP,16.0,1980,0.361,0.924,4.0,1.0,0.63,139.54,121053,"power pop,80s,psychedelic,alternative rock",en
8130,NxVclaKpHBmPFppm,Pat Benatar,Prisoner of Love,Crimes Of Passion,3qoUoMXmBMsrfpcjw3xs3x,25.0,1980,0.809,0.5429999999999999,6.0,1.0,0.889,117.915,188200,"rock,80s,pop,guitar",en
7823,YwK2U7978IOcKvKj,Miguel Bosé,Morir De Amor,Miguel,6RWXqBgjdLyAVFnJbyPCR8,48.0,1980,0.713,0.473,5.0,0.0,0.965,132.92600000000002,251227,"spanish,pop,baladas en nuestro idioma,español",es
8225,i8EV9oYsJ7YJjMqy,Leo Sayer,More Than I Can Say,Living In A Fantasy,3RJ81z1sPLeWEFuCfGaCLC,37.0,1980,0.728,0.511,10.0,1.0,0.7140000000000001,96.406,220533,"80s,pop,soft rock,classic rock,oldies,pop,70s,singer-songwriter",en
7845,g8S8YrZX327XuOKX,Grace Jones,The Hunter Gets Captured By The Game,Warm Leatherette,6rAI0QDoQ9bOkkT6X0fOdS,20.0,1980,0.843,0.596,9.0,0.0,0.909,115.279,231432,"pop,80s,disco,cover,new wave,dance",en
7980,VYPcjZYIHcj9pPL8,The Police,Don't Stand So Close To Me - Remastered 2003,Zenyatta Mondatta (Remastered 2003),5veJDT0MLsLbhYsx42GXUD,61.0,1980,0.799,0.506,2.0,1.0,0.518,140.309,242667,"rock,classic rock,new wave,80s,pop",en
7863,bZKp4rq6S4IIbJVI,XTC,Generals And Majors - 2001 Remaster,Black Sea,3jJm28Q9MEhnRbxk2LdfkK,44.0,1980,0.61,0.895,10.0,1.0,0.933,141.364,244507,"new wave,post-punk,80s,pop",en
7767,2ulpfcMJfaKiFqZr,Robert Palmer,Johnny and Mary,Clues,3VHFkxbekZQF7xLRd7KjgL,55.0,1980,0.6629999999999999,0.569,11.0,0.0,0.97,152.944,239173,"80s,pop,classic rock,rock",en
8084,UvBq0zyUtfH1ZIpn,Kate Bush,Breathing,Never For Ever,5IyVGLSy6lkbXOesezhyqO,34.0,1980,0.393,0.277,6.0,1.0,0.156,75.712,329800,"female vocalists,80s,pop,alternative",en
8095,TjwfnUXlcXi78L7X,Donna Summer,Who Do You Think You're Foolin',The Wanderer,54yk4QQVx9u3PB2qJWTuHA,7.0,1980,0.711,0.815,5.0,0.0,0.55,136.697,258827,"pop,rock,soul,funk",en
7745,YtpPCENWGLtSD3Oc,Electric Light Orchestra,I'm Alive,Xanadu,6jbuhSdZ5l8WDO88xJLt3T,31.0,1980,0.56,0.6679999999999999,2.0,1.0,0.645,128.095,226693,"classic rock,80s,rock,soundtrack,pop",en
7819,SBVhksMkBnKwfZp6,Diana Ross,Have Fun (Again),Diana,0kWi34uWqDFm5MjbTbIEpM,22.0,1980,0.907,0.6459999999999999,9.0,0.0,0.688,124.829,357480,"soul,pop,disco,female vocalists",en
8045,CZOYJJKuyuUosACw,Loverboy,Turn Me Loose,Loverboy,2Z81PDDYNMTxZKiU2XIuFx,53.0,1980,0.588,0.6409999999999999,5.0,1.0,0.5479999999999999,119.374,337933,"classic rock,80s,rock,pop",en
